Source: sourcetag (For global data see Assumptions.txt with notes by Viktor Rosenberg 2026.07.21); timestamp; name <email>
HOUR,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GR,HR,HU,IE,IT,LU,NL,NO,PL,PT,RO,SE,SI,SK,UK,EE,LT,LV,NONEU_Balkan,TR,Africa,Asia-Rest,China,Europe,FSU,India,Japan + Republic of Korea,Central & South America,Middle East,North America,Oceania
25,0,0.153,0.431,0,0,0.733253237,0.505174525,0.432,0.183,0.656100151,0.924,0.045,0,0.758956553,0.206,0,0.747623425,0.797,0.475,0.136,0.027,0.56867259,0.385751036,0,0.780543637,0.399730213,0.590898402,0.590898402,0.537,0.71,0.3857346153846153,0.1867,0.4454712121212121,0.5692037037037038,0.26225000000000004,0.1931875,0.21907916666666669,0.8038666666666666,0.09457619047619048,0.553508108108108,0.015057142857142856
26,0,0.181,0.426,0,0,0.753553026,0.544964763,0.412,0.191,0.662861766,0.917,0.035,0,0.750541276,0.203,0,0.750146349,0.869,0.44,0.117,0.021,0.617337325,0.380973339,0,0.763837152,0.315287564,0.575661145,0.575661145,0.56,0.731,0.36343461538461536,0.17883968253968255,0.44723484848484846,0.5747444444444445,0.30341666666666667,0.211475,0.23992083333333336,0.8167809523809524,0.08018571428571429,0.5624972972972972,0.006457142857142858
27,0,0.211,0.427,0,0,0.744595397,0.522281694,0.376,0.212,0.644838698,0.919,0.024,0,0.733398469,0.202,0,0.703147592,0.907,0.411,0.106,0.024,0.587395647,0.372046711,0,0.717482631,0.360216265,0.596164771,0.596164771,0.597,0.744,0.3553615384615385,0.17086349206349208,0.4438333333333333,0.5685592592592592,0.3467166666666666,0.2114125,0.2624916666666666,0.8259666666666667,0.06777619047619046,0.5712081081081081,0.0026142857142857144
28,0,0.244,0.431,0,0,0.734061126,0.506561544,0.393,0.187,0.627391224,0.923,0.017,0,0.735604804,0.19,0,0.656887432,0.924,0.399,0.112,0.028,0.565500975,0.37295081,0,0.673252559,0.418023379,0.617896601,0.617896601,0.624,0.738,0.32296923076923084,0.15717777777777778,0.4312121212121212,0.5519851851851852,0.38821666666666665,0.16707499999999997,0.26324166666666665,0.8111523809523811,0.05368095238095238,0.5689675675675675,0.0033000000000000004
29,0,0.275,0.438,0,0,0.725935594,0.496752001,0.395,0.175,0.610572302,0.927,0.024,0,0.757565265,0.164,0,0.600927071,0.932,0.394,0.129,0.029,0.552499705,0.38383678,0,0.637768198,0.487604443,0.640776099,0.640776099,0.626,0.709,0.2943307692307693,0.14359047619047624,0.4240772727272728,0.5339296296296296,0.4309333333333334,0.1355375,0.2603,0.7937809523809524,0.04414285714285714,0.5630459459459459,0.0048714285714285726
30,0,0.328,0.453,0,0,0.718299528,0.492955022,0.425,0.16,0.594427362,0.927,0.04,0,0.797878396,0.136,0,0.544477047,0.937,0.397,0.15,0.026,0.548814469,0.403972526,0,0.59650321,0.567272096,0.664718865,0.664718865,0.617,0.668,0.29151153846153843,0.1432888888888889,0.4060090909090909,0.5358037037037038,0.4463,0.101525,0.26611250000000003,0.7848666666666666,0.02787619047619047,0.5640594594594595,0.0018428571428571428
31,0,0.38,0.414,0,0,0.712622941,0.495186046,0.421,0.147,0.578997953,0.924,0.051,0,0.853222982,0.115,0,0.491433253,0.931,0.383,0.175,0.022,0.554972096,0.431689562,0,0.569309783,0.654784928,0.68963348,0.68963348,0.562,0.625,0.3007961538461539,0.14315873015873012,0.3891969696969697,0.5724074074074074,0.4775833333333333,0.0571,0.2767625,0.7867142857142857,0.02334285714285714,0.5767729729729729,0.006028571428571429
32,0,0.403,0.32,0,0,0.705639542,0.503361406,0.453,0.141,0.564321209,0.919,0.047,0,0.918720534,0.106,0,0.441069383,0.92,0.392,0.202,0.013,0.570258998,0.464565098,0,0.550900055,0.747409739,0.715421626,0.715421626,0.441,0.577,0.3196576923076923,0.1521079365079365,0.3753469696969697,0.6224481481481482,0.49365,0.031275000000000004,0.3080458333333333,0.7672619047619048,0.028747619047619043,0.5775405405405405,0.0133
33,0,0.393,0.345,0,0,0.701344107,0.523514708,0.475,0.121,0.527834531,0.902,0.033,0,0.908800513,0.103,0,0.390651444,0.913,0.433,0.239,0.034,0.573744712,0.4592058,0,0.514888783,0.774764769,0.74742374,0.74742374,0.307,0.534,0.36331923076923073,0.1703015873015873,0.3663909090909091,0.690348148148148,0.5440166666666667,0.0336625,0.3454416666666667,0.7527333333333333,0.05941904761904761,0.5902540540540541,0.03187142857142857
34,0,0.334,0.412,0,0,0.700880469,0.549561416,0.506,0.094,0.499990307,0.86,0.041,0,0.911429892,0.11,0,0.351588019,0.899,0.4,0.225,0.065,0.579383217,0.460797807,0,0.500894383,0.803508959,0.78257789,0.78257789,0.249,0.53,0.4253653846153846,0.1966555555555556,0.369439393939394,0.7002851851851851,0.61735,0.06435,0.3914958333333334,0.747804761904762,0.11775714285714284,0.5935945945945945,0.03117142857142857
35,0,0.263,0.466,0,0,0.704372375,0.581112828,0.556,0.082,0.483984768,0.79,0.092,0,0.905771314,0.133,0,0.325117527,0.895,0.386,0.094,0.088,0.587196987,0.452885657,0,0.510448467,0.833403911,0.820402508,0.820402508,0.197,0.561,0.4500769230769231,0.2000746031746032,0.3639030303030304,0.737485185185185,0.6213833333333334,0.0952,0.4012500000000001,0.6985047619047619,0.1443333333333333,0.5595918918918918,0.018357142857142857
36,0,0.231,0.511,0,0,0.70987774,0.617706751,0.608,0.084,0.469379674,0.709,0.153,0,0.906966902,0.168,0,0.312043992,0.891,0.364,0.021,0.095,0.597167419,0.453483451,0,0.543416448,0.864222097,0.860368302,0.860368302,0.142,0.594,0.45070769230769225,0.2159460317460317,0.3748257575757576,0.7518370370370371,0.5793833333333333,0.15111249999999998,0.4455916666666666,0.7474857142857142,0.14753333333333332,0.5812945945945945,0.010285714285714289
37,0,0.252,0.516,0,0,0.719503332,0.658938495,0.615,0.098,0.465824591,0.612,0.214,0,0.914393649,0.208,0,0.312877353,0.871,0.36,0.009,0.092,0.609235485,0.457196824,0,0.597949295,0.895719855,0.901887224,0.901887224,0.114,0.62,0.4395769230769231,0.2270698412698413,0.3720136363636363,0.7994259259259259,0.5710666666666667,0.1801875,0.4565625,0.7770333333333335,0.15577619047619046,0.5885756756756757,0.005014285714285715
38,0,0.318,0.492,0,0,0.731232955,0.70498373,0.579,0.123,0.473390206,0.521,0.257,0,0.927670909,0.253,0,0.32790533,0.834,0.405,0.005,0.078,0.623307707,0.463835455,0,0.670648755,0.927638055,0.944315127,0.944315127,0.129,0.637,0.43157307692307695,0.2296015873015873,0.3714545454545454,0.8121296296296294,0.5992999999999999,0.1491625,0.4665,0.7753619047619047,0.18195714285714285,0.588172972972973,0.0018714285714285712
